accx_avg,accy_avg,accz_avg,gyrox_avg,gyroy_avg,gyroz_avg,magx_avg,magy_avg,magz_avg,accx_std,accy_std,accz_std,gyrox_std,gyroy_std,gyroz_std,magx_std,magy_std,magz_std,accx_max,accy_max,accz_max,gyrox_max,gyroy_max,gyroz_max,magx_max,magy_max,magz_max,accx_min,accy_min,accz_min,gyrox_min,gyroy_min,gyroz_min,magx_min,magy_min,magz_min,class
0.81791,0.212832,-0.474315,59.2761,21.7818,-53.8831,21.8889,1.35084,-69.7165,0.241306,0.251648,0.170458,82.7929,50.1802,73.0325,9.66627,14.3149,9.84894,1.46591,0.630646,0.82959,266.277,138.073,205.136,28.6758,22.3327,98.9769,0.462585,0.00238037,0.0422974,1.90418,1.41951,7.91107,0.701549,0.96463,59.6609,walking
0.843787,0.104635,-0.528607,-3.21534,-4.19138,17.9735,30.3943,6.12616,-63.0978,0.311155,0.206907,0.194208,42.6855,57.7477,53.6292,1.56819,5.5643,2.18854,1.52316,0.631561,1.0275,108.252,129.568,144.829,33.5867,14.5864,67.2318,0.315704,0.00805664,0.20224,3.35668,2.36451,0.103928,27.2143,0.204619,58.6963,walking
0.745861,-0.388318,-0.471406,50.2212,-12.5002,2.83391,31.4723,7.84814,-60.5405,0.201674,0.298302,0.147616,43.4491,42.8015,41.7634,1.46865,6.72534,2.37388,1.32559,0.978973,0.868134,164.059,85.3455,89.739,34.259,19.1464,66.0333,0.481445,0.0129395,0.209259,4.46582,5.61549,1.82107,28.4127,0.350775,57.2932,walking
0.630277,0.197676,-0.750126,-10.9451,-8.16655,6.47655,38.7721,12.2062,-72.0736,0.226085,0.247055,0.160261,63.4215,35.2871,60.3288,1.81407,3.75413,3.04582,1.05206,0.891602,1.13794,124.131,77.0195,130.916,41.9468,20.7542,77.3166,0.161591,0.0050354,0.295227,2.12082,0.0679879,0.421072,36.1006,5.02777,66.8226,walking
0.60038,0.205837,-0.760817,-6.13521,-0.846244,5.71453,43.4961,-2.88326,-73.6077,0.208872,0.240915,0.186213,57.2418,38.8381,49.0304,1.46821,8.25098,2.87153,1.00925,1.03806,1.12131,116.949,91.9295,119.594,45.6299,15.551,80.9705,0.206726,0.00814819,0.354492,1.29832,0.750488,1.22393,40.3391,0.23385,70.5349,walking
0.449241,0.406353,-0.723109,20.7697,14.7452,-2.21828,-27.3188,59.5989,-95.9572,0.267191,0.283626,0.219753,81.934,49.1,51.4939,4.16007,4.25376,9.80572,1.10373,1.36398,1.27039,220.077,131.865,120.716,32.6513,64.9518,109.149,0.0145264,0.00857544,0.269531,0.679181,5.42299,1.40107,19.3803,51.9146,79.2458,walking
0.59441,-0.100842,-0.768407,-0.699589,0.035115,3.17806,15.9585,52.734,-92.2697,0.0977718,0.151097,0.0970902,80.2501,31.887,49.9763,3.86702,1.6972,6.43305,0.825714,0.554565,0.918762,209.426,91.8945,108.096,20.5495,56.2409,104.765,0.470764,0.00527954,0.468597,0.77332,0.00201204,0.701072,9.03245,48.8746,85.1798,standing
0.480634,0.101388,-0.845674,2.16298,-2.01451,-1.36502,17.1552,54.7616,-85.5598,0.0392957,0.0508947,0.0448723,12.9366,10.2938,9.63612,0.624698,0.500638,0.921001,0.562897,0.210938,0.945892,23.6392,30.347,18.6386,18.0941,55.8024,87.4598,0.405792,0.0102234,0.777435,0.27668,0.212012,0.0710716,15.8141,53.9608,83.8351,standing
0.617602,-0.348841,-0.66591,-0.457242,-0.583216,-3.40351,-15.2073,-16.3101,-99.2576,0.0750544,0.102884,0.0700808,31.5494,18.6997,17.7547,0.948646,2.14856,3.20112,0.755646,0.524536,0.888153,76.0867,39.2895,42.0711,17.8603,20.1695,105.203,0.478912,0.10379,0.537262,0.21332,1.25799,0.158572,14.1187,12.131,94.2122,eating
0.60711,-0.317368,-0.678963,-3.77217,-1.89624,-4.5564,-16.412,-13.9663,-101.788,0.084189,0.154991,0.0715485,42.721,21.115,19.2529,1.22327,3.19465,4.2176,0.759674,0.573334,0.799896,90.6992,41.928,45.8336,18.6787,18.5911,108.974,0.389313,0.00979614,0.533386,2.40082,0.470488,0.856429,14.0602,7.57089,94.2707,eating
0.622315,-0.450188,-0.615017,3.41184,6.8336,6.31854,-15.6387,-18.7868,-95.3398,0.0691157,0.0661711,0.0620108,23.3651,25.028,16.3036,0.616135,1.24076,2.15123,0.753082,0.593536,0.748535,54.0258,65.308,42.8564,16.9833,21.2511,99.0061,0.459351,0.291595,0.517548,1.31582,0.417988,0.00107163,14.2064,16.311,90.7629,eating
0.63173,-0.427888,-0.614428,-0.694298,-5.31988,-2.2257,-16.1799,-16.9355,-98.5119,0.0779353,0.0428863,0.0416159,13.0166,16.7694,16.6159,0.702209,0.518621,0.433769,0.810486,0.551788,0.695435,42.1017,44.1895,42.1411,17.0126,18.2111,99.4738,0.453735,0.368042,0.525787,0.32918,1.94451,0.123572,13.9141,16.1356,97.603,eating
0.463601,0.603409,-0.629923,0.626155,-0.848903,-0.0159278,-27.0743,36.1891,-110.668,0.0226441,0.0735203,0.0332006,9.19916,6.07033,11.0716,0.277196,0.553062,0.336237,0.506622,0.754852,0.678619,24.2342,11.7795,23.9761,27.7112,37.2698,111.576,0.40036,0.475952,0.565491,0.0666801,0.102988,0.0185716,26.5419,34.8728,109.88,resting
0.364963,0.713842,-0.568813,-25.3179,-35.1018,10.0418,-32.2429,42.4402,-101.524,0.167192,0.115871,0.0972404,31.3377,54.7909,25.2919,4.1116,4.97683,8.32486,0.854279,0.909973,0.87088,111.286,216.81,92.2415,37.7667,52.9962,111.342,0.0240479,0.448669,0.346588,1.52582,0.212012,0.193572,26.5712,35.6036,80.1228,resting
0.179858,0.887069,-0.424013,0.319647,-7.77731,-2.74169,-35.8959,53.2495,-76.2226,0.0644223,0.057114,0.0477806,15.1771,14.8862,10.919,0.772079,0.89092,1.19683,0.312042,1.01859,0.511017,30.9608,35.8245,24.7614,36.9775,54.5747,78.8658,0.0531921,0.796906,0.304871,1.50832,0.382988,0.663929,33.6451,51.2716,74.0719,resting
0.303743,0.750009,-0.544323,23.6137,36.8058,-6.03381,-34.2298,44.6175,-96.1584,0.136248,0.129098,0.0943836,19.3756,38.5226,12.6334,3.35597,5.0354,12.1533,0.455383,1.0173,0.677979,64.3267,135.903,35.5436,39.2283,53.1716,108.711,0.0430603,0.493286,0.365753,3.35668,1.19201,0.0689284,28.822,38.2637,74.1596,resting
0.458495,0.60102,-0.643812,2.78131,0.957308,0.975208,-28.2064,37.5214,-109.596,0.0215505,0.0649519,0.0362832,7.13833,6.37038,9.30933,0.473036,0.670141,0.680215,0.497284,0.70929,0.692078,18.2842,11.4295,20.0364,29.0558,38.5267,110.465,0.418091,0.493622,0.581848,0.38168,0.247012,0.506429,27.4773,35.8667,107.805,resting
0.43155,0.634279,-0.619793,-13.2604,-15.9413,0.150586,-29.4819,38.3469,-107.728,0.0907559,0.0942491,0.0395146,20.3928,29.3175,9.98591,3.09237,3.29675,4.75097,0.582306,0.846283,0.684692,60.4133,105.037,23.2214,36.4221,45.9222,111.312,0.164001,0.467407,0.529022,0.21332,0.260488,0.438572,27.0096,35.2821,96.2292,resting
0.291089,0.748574,-0.560527,16.6986,13.8098,-2.86896,-35.4787,42.9858,-98.5411,0.153436,0.121112,0.0866689,42.0664,52.341,12.9326,3.71746,4.89797,7.24782,0.797485,1.05222,0.711823,179.004,225.538,53.5336,39.0821,47.1792,110.114,0.0578918,0.519135,0.300903,0.28332,0.107012,0.228572,29.0266,34.4051,91.8737,resting
0.474173,0.587311,-0.644745,7.95495,11.9993,-6.48934,-24.7978,30.9213,-113.385,0.0576652,0.0422796,0.0328272,11.4685,18.6471,11.9188,3.21037,3.72511,2.65216,0.58252,0.694855,0.727814,32.6342,84.978,35.1761,29.6112,36.9483,116.194,0.324158,0.512848,0.592224,0.17168,0.522988,0.0360717,21.1634,26.1619,108.945,resting
0.478129,0.608958,-0.585833,-27.0414,-31.7019,6.04915,-23.6977,30.1542,-112.415,0.183164,0.114832,0.0785761,52.5772,75.9209,14.7289,5.94792,6.26668,7.27676,0.89917,0.956024,0.667358,213.206,302.332,52.6214,38.2052,47.7346,116.253,0.0210266,0.414429,0.338959,0.54582,0.085488,0.631072,19.9649,25.4019,91.7276,resting
0.155875,0.891996,-0.35277,31.642,10.0669,-9.58843,-38.5622,47.4494,-82.1025,0.121312,0.216471,0.13692,74.1569,78.1719,44.7781,2.27552,5.03734,10.7623,0.576752,1.22803,0.675018,228.932,235.776,170.416,41.4499,52.09,109.325,0.0144043,0.231201,0.0281372,7.72082,1.62951,0.963572,31.979,30.8974,72.5519,resting
0.56554,0.54656,-0.564227,-11.1646,-13.0761,-8.00548,-14.101,64.4752,-78.857,0.192869,0.140108,0.112071,31.3059,31.0669,36.3395,2.63151,0.694412,4.37455,1.01367,0.894806,0.758087,86.9192,73.292,103.319,17.948,65.4487,85.9398,0.168945,0.329041,0.248657,0.29418,0.264512,2.45107,9.03245,62.7302,72.9611,walking
0.52467,0.742891,-0.40583,-10.1167,-13.9426,-0.715933,-20.375,63.0517,-73.7468,0.0725102,0.0595964,0.0426672,21.3054,14.059,12.7673,0.840951,0.539244,3.68981,0.746674,0.869995,0.492584,61.4458,51.627,27.6336,21.748,63.841,85.0044,0.4216,0.610901,0.326416,1.78832,0.369512,0.0164283,18.8834,61.7071,70.2134,standing
0.455733,0.78897,-0.402457,-3.2021,-4.13837,-1.89373,-20.647,62.4733,-68.6128,0.0553424,0.0442551,0.0476657,14.8265,6.92921,10.4037,0.62709,0.751745,1.84462,0.573059,0.890503,0.479675,31.7308,19.2695,20.0539,21.7188,63.6948,71.2072,0.340271,0.705505,0.309509,0.469181,0.229512,0.193572,19.2926,60.8302,66.0333,standing
0.4305,0.806339,-0.40931,5.31298,4.47958,-1.44616,-22.6055,62.15,-69.3586,0.0518678,0.04844,0.0475651,14.6185,5.38145,10.4635,0.909051,0.539337,1.60625,0.569733,0.912476,0.48938,30.0967,13.3155,20.1064,24.5542,63.4025,72.8442,0.332825,0.731354,0.322205,1.14082,0.295488,0.751429,20.9296,60.8594,66.618,standing
0.435117,0.804012,-0.400337,-0.116261,-0.049737,0.508006,-23.8128,62.1757,-70.6758,0.0512262,0.0458892,0.0517483,14.466,5.63449,11.3874,0.462572,0.469934,1.05537,0.531433,0.888702,0.494598,28.3642,14.3345,20.1064,24.5835,63.1979,72.2888,0.33606,0.711487,0.300354,0.67918,0.0720121,0.0164284,22.8588,60.9471,68.7811,standing
0.449272,0.805327,-0.382066,2.21124,-0.569963,0.855352,-23.4461,62.3103,-71.1355,0.0656973,0.0468509,0.0538598,20.1353,8.16669,12.5725,0.710624,0.505318,0.792243,0.557861,0.947937,0.485138,69.8042,18.902,22.5739,24.8465,63.4025,72.4057,0.251617,0.735291,0.275879,0.36418,0.142012,0.0710716,22.0403,60.9471,69.5118,standing
0.717727,0.381644,-0.524592,22.3649,14.8046,8.91225,-14.8468,56.3782,-99.9716,0.141624,0.14821,0.132304,78.4383,61.7019,20.4717,3.01697,2.2485,6.79792,1.00061,1.00888,0.64978,338.674,210.068,62.1764,23.7942,62.701,104.443,0.0868225,0.257111,0.0301514,1.83418,1.17049,0.0164284,12.014,53.4931,73.3704,standing
0.538128,0.674059,-0.474348,-23.0137,-13.2474,-4.58025,-19.367,62.6886,-79.229,0.0973761,0.125848,0.0612347,27.3224,13.8319,14.6946,2.73837,1.10168,7.69664,0.68869,0.89444,0.598267,78.8758,45.327,42.7536,23.4142,64.3964,95.7615,0.343445,0.426666,0.356018,0.68582,0.050488,0.663929,15.6972,59.3686,70.3303,standing
0.431989,0.79321,-0.419269,-2.40399,-4.24973,0.351042,-21.5691,62.5132,-69.3754,0.044271,0.0353178,0.0421784,14.5333,9.76127,9.25927,0.972764,0.377299,1.25624,0.519043,0.871277,0.502563,33.7717,27.3195,20.0386,23.5896,63.2856,72.1719,0.317902,0.715912,0.328857,1.41418,0.089512,0.996429,19.9942,61.7948,67.8457,standing
0.430105,0.778593,-0.44058,-0.476866,1.59792,0.511724,-21.0624,62.1022,-70.3923,0.072382,0.0549215,0.068626,22.1703,20.4322,10.244,0.465819,0.744525,2.36208,0.569977,0.882629,0.547821,64.8167,102.933,21.3314,21.865,63.2564,74.2765,0.200043,0.641205,0.241302,0.0733199,0.435488,0.278928,19.9065,60.3917,66.4718,standing
0.463055,0.778594,-0.425539,1.14056,0.591932,0.877632,-20.8135,62.1695,-70.0061,0.0571517,0.033507,0.0449499,15.3148,8.41497,9.51088,0.522328,0.655754,0.604198,0.599518,0.842499,0.506897,26.3233,18.7795,21.1564,22.0111,63.2271,71.0319,0.371185,0.71814,0.320099,0.51082,0.509512,0.246072,19.9065,60.2455,68.9272,standing
0.620607,0.560103,-0.535277,-1.914,0.47102,-0.178724,-10.618,68.0352,-73.5918,0.0268164,0.0500396,0.0252162,6.63788,3.01768,6.22269,0.341499,0.676294,0.859491,0.684326,0.672089,0.59024,18.6233,7.33049,13.9114,11.3417,69.2195,75.6212,0.573303,0.464844,0.48291,0.18918,0.085488,0.173928,9.79246,66.0333,72.5811,resting
0.6241,0.579693,-0.513725,0.846226,-0.00890412,0.212108,-10.7801,67.8164,-72.4925,0.024536,0.0541881,0.0149786,5.39339,3.58582,6.68707,0.429415,0.505122,0.372984,0.678955,0.693085,0.535645,11.8617,7.33451,12.6689,11.5463,68.898,73.2534,0.582428,0.482483,0.485565,0.0141803,0.142012,0.856429,9.85092,66.5303,71.8211,resting
0.609556,0.585681,-0.521084,1.89888,-0.75292,-0.690469,-12.0362,67.9909,-73.2153,0.0242549,0.0592198,0.0213452,7.006,2.6136,7.00187,0.475652,0.556654,0.769407,0.662994,0.707764,0.562744,15.8692,6.93201,15.2961,12.9787,68.8688,74.6858,0.568878,0.447693,0.482788,0.10832,0.032988,0.611429,11.1956,66.618,71.7919,resting
0.610678,0.576024,-0.524309,0.654258,-0.656935,0.288471,-11.8422,67.9298,-73.8708,0.0281101,0.0491912,0.0218204,6.28547,2.48248,7.60733,0.408969,0.567845,0.438123,0.681793,0.675323,0.564545,13.6817,5.61951,14.7164,12.4525,68.6934,74.5688,0.566223,0.462524,0.494171,0.17832,0.299512,0.0535716,11.0202,66.7349,72.815,resting
0.614888,0.576149,-0.521643,0.982516,-0.40292,0.330363,-11.7394,67.8368,-73.6636,0.0274904,0.0555204,0.021896,6.18723,2.4971,7.31745,0.442026,0.45771,0.447408,0.665131,0.695068,0.563354,11.4067,5.72049,14.2789,12.5987,68.5472,74.5688,0.575287,0.461182,0.483124,0.38168,0.032988,0.718572,10.6694,66.2087,72.6396,resting
0.610594,0.585071,-0.520488,0.507363,-0.697238,-0.707438,-12.0114,68.2806,-73.1719,0.0221126,0.0494077,0.018363,5.7892,2.689,6.47319,0.491901,0.540759,0.398376,0.657349,0.683075,0.552917,12.9117,5.14701,11.4636,13.3587,69.1903,73.8673,0.568909,0.467224,0.47644,0.10168,0.177012,0.0689284,11.3417,66.9395,72.055,resting
0.603795,0.591868,-0.522889,0.600695,-1.05254,-0.395087,-12.3976,68.1902,-73.1914,0.0158108,0.0286102,0.0135384,4.57626,2.06947,4.58266,0.363528,0.527127,0.412747,0.644104,0.643524,0.55426,9.83832,5.26549,10.6761,13.0079,69.0441,74.2181,0.576263,0.524597,0.486664,0.21332,0.019512,0.211072,11.4586,66.8518,72.2596,resting
0.578834,0.613675,-0.5197,-0.318849,-1.11034,-0.0191017,-13.0867,67.8147,-72.1976,0.0178962,0.0396645,0.0159976,5.41208,2.72447,4.86497,0.337343,0.43033,0.471593,0.61908,0.700928,0.549133,11.2208,7.66701,10.1314,13.8264,68.5472,72.9027,0.533234,0.540039,0.482117,0.0908197,0.00201202,0.0164284,12.4233,66.7641,70.9734,resting
0.578865,0.618594,-0.517072,0.886532,-0.28042,-0.0116826,-13.333,67.812,-71.5802,0.0265046,0.0458611,0.0190946,7.29674,3.20532,7.25756,0.380628,0.529012,0.476855,0.632904,0.747101,0.553772,18.8617,6.44201,19.1614,14.2648,68.8395,72.4642,0.535828,0.540375,0.4823,0.0383198,0.120488,0.193572,12.3648,66.6764,70.5349,resting
0.584717,0.616353,-0.515226,0.184413,-0.672844,-0.389263,-13.4694,67.9245,-71.8804,0.0317102,0.060165,0.0251109,8.36593,3.34863,9.20274,0.435342,0.413677,0.414547,0.648987,0.753418,0.561768,15.0467,8.61201,18.1114,14.4987,68.6349,72.698,0.539612,0.470093,0.468872,0.38832,0.107012,0.718572,12.5987,66.9103,70.9149,resting
0.572133,0.63556,-0.503017,0.736987,1.02731,-0.921152,-14.163,67.5888,-71.0044,0.0250417,0.050538,0.0191481,7.29062,3.19478,6.69801,0.569548,0.578423,0.581563,0.641602,0.783173,0.538635,16.5342,7.41799,11.3411,15.4925,68.6349,72.5519,0.527679,0.539612,0.459808,0.21332,0.120488,0.438572,13.2417,66.1795,70.0965,resting
0.587427,0.628301,-0.49672,5.31245,6.12829,-2.69767,-16.4829,67.4497,-74.746,0.0397606,0.0590351,0.0313884,13.3758,8.93105,11.211,1.20908,0.605075,2.49243,0.664185,0.766724,0.581909,50.0642,47.5805,31.8861,18.6495,68.4887,78.4274,0.49118,0.506622,0.408508,0.679181,0.715488,0.438572,14.8787,66.0041,71.2949,resting
0.620841,0.621286,-0.462854,4.32979,4.58564,-2.87003,-19.949,66.912,-80.7482,0.032735,0.051799,0.0317479,10.6058,3.97045,11.67,1.36389,0.754306,1.40171,0.695709,0.721954,0.520203,25.7042,15.118,21.2986,21.6896,68.8688,82.8413,0.570496,0.496796,0.406494,0.13668,0.247012,1.52143,16.6033,65.1564,77.7843,resting
0.627859,0.63763,-0.438079,1.05093,2.51693,-2.77245,-22.1768,66.129,-83.6287,0.0322037,0.0605528,0.0302957,11.8559,4.90158,11.9333,0.834725,0.527694,0.718499,0.71051,0.751343,0.513092,30.1492,14.8905,22.2436,23.4142,67.1441,84.7705,0.565247,0.502808,0.390076,0.0208196,0.124512,0.243928,19.7895,65.1272,81.7889,resting
0.626501,0.651817,-0.41357,0.35835,1.02572,0.708996,-23.1228,65.7171,-84.6669,0.0308591,0.0251745,0.0168899,6.58324,3.28858,9.33446,0.505915,0.62302,0.376968,0.696075,0.700592,0.458893,14.3883,7.24299,14.9789,24.0573,66.9395,85.4429,0.554962,0.609283,0.388123,0.40582,0.037012,0.296428,22.1573,63.8994,83.7767,resting
0.647147,0.640533,-0.407257,1.6804,-0.717389,-0.263581,-22.3282,65.8473,-84.7794,0.0296394,0.0341284,0.0190596,6.91812,3.79266,8.8285,0.359602,0.549037,0.540275,0.707825,0.69574,0.453918,12.6383,8.78701,14.1586,23.385,66.4426,86.1444,0.589539,0.564087,0.371246,0.33582,0.019512,0.403572,21.6896,64.221,83.9521,resting
0.644129,0.635648,-0.407562,1.17024,0.87299,-0.0891088,-22.2193,65.5559,-85.8982,0.0297252,0.025903,0.0148654,5.29865,3.70204,8.31242,0.513242,0.591431,0.587014,0.709442,0.691956,0.440552,15.2983,8.53799,16.0136,23.385,66.7056,87.0506,0.582581,0.581421,0.378448,0.0141803,0.054512,0.908929,21.2511,64.3087,84.7705,resting
0.652176,0.635421,-0.400785,1.55578,-0.493601,1.06111,-22.2148,65.5231,-86.031,0.0331719,0.0562984,0.0245746,9.52876,3.44003,11.2101,0.514643,0.537651,0.353327,0.707001,0.749359,0.446289,29.3792,7.47451,19.5814,22.9757,66.3256,86.8459,0.585449,0.547272,0.358398,0.0558197,0.015488,1.20857,20.8126,64.1041,84.9459,resting
0.653542,0.632059,-0.399698,-0.146496,-0.42148,0.137323,-21.7144,65.8012,-85.6554,0.0383999,0.0465608,0.0242024,9.14537,4.34322,11.5844,0.535146,0.498621,0.434357,0.726013,0.719238,0.444244,21.9942,10.2395,19.6164,22.8296,66.6764,86.8459,0.5979,0.533173,0.359222,0.10168,0.032988,1.01393,20.6665,64.4548,84.7121,resting
0.658243,0.630947,-0.398983,0.767748,-0.56095,0.650122,-21.2936,65.9988,-85.5004,0.0393692,0.0503267,0.0225497,9.51919,4.44937,12.3475,0.533552,0.461817,0.633163,0.740173,0.716736,0.45224,21.2658,8.39799,19.0586,22.1573,66.8226,86.6998,0.58963,0.521912,0.367126,1.06418,0.562012,0.488928,19.9942,64.9225,84.2736,resting
0.669333,0.628452,-0.401563,0.717368,-1.18936,1.20801,-21.3521,65.9244,-85.9557,0.0591382,0.0397526,0.0206385,8.42469,3.40244,9.90224,0.444656,0.514932,0.448139,0.956055,0.707977,0.443054,20.0583,11.202,17.9539,22.128,66.881,86.6998,0.602386,0.558655,0.362335,0.32918,0.019512,0.698929,20.5788,64.4841,85.0336,resting
0.820734,0.278869,-0.486994,16.2892,0.891558,-1.23407,-12.4171,46.2819,-108.89,0.19128,0.195775,0.152882,61.781,37.0942,71.3672,1.7223,3.25097,1.78803,1.14508,0.891693,0.740051,180.037,80.6205,146.719,15.6679,51.7393,113.154,0.414612,0.0450745,0.105713,3.68918,0.610488,1.85393,9.29553,38.059,105.408,walking
0.79053,0.244202,-0.520885,7.3154,2.21838,-5.37097,-15.2596,38.6658,-112.486,0.193687,0.20508,0.144543,66.6406,36.3232,65.9276,2.26505,2.34783,1.23106,1.18179,0.660004,0.859039,153.874,83.8795,126.611,19.9065,42.9991,114.733,0.302795,0.00741577,0.230408,0.189181,1.20549,1.89107,10.7571,33.9082,110.202,walking
0.938615,0.316658,-0.0946849,7.16533,2.26718,-0.000549697,7.22985,55.0211,-54.2035,0.329996,0.172445,0.114169,57.0116,49.8422,75.8225,2.26468,3.13259,4.02572,1.72296,0.615356,0.356201,166.183,110.896,227.394,12.394,60.5671,60.7425,0.328308,0.00595093,0.00192261,13.5308,1.61201,5.45893,2.36773,48.7284,46.9746,walking
0.989192,0.173363,-0.126672,18.9556,-1.6332,-3.1829,6.76659,60.9506,-73.4465,0.287189,0.165199,0.123837,69.8845,58.7072,52.0614,3.07846,2.48724,9.30606,1.5434,0.563629,0.327606,171.934,129.253,98.8236,13.5341,64.0164,84.5659,0.47821,0.00808716,0.0193176,0.69668,1.48549,0.943929,2.3385,55.0132,54.3408,walking
0.752346,0.650709,-0.014678,5.34745,0.387236,0.692016,-4.04277,52.362,-47.2155,0.0714583,0.0356076,0.0264722,11.6753,10.7484,18.8095,0.615246,1.18779,1.26616,0.945953,0.734528,0.0942383,29.9042,23.448,37.7836,5.23239,55.0424,50.0731,0.638977,0.569336,0.00271606,0.16082,0.0329879,0.208928,2.7185,50.6869,45.6007,standing
0.777847,0.630327,-0.0521139,1.52767,1.20178,1.01126,-3.81512,54.8723,-49.5903,0.0556719,0.0317103,0.0131656,10.9879,5.9842,13.885,0.512407,0.557345,0.527847,0.914642,0.718018,0.0851135,26.2883,15.8005,27.0036,4.91084,56.0655,50.5115,0.672668,0.56778,0.0238953,0.17832,0.015488,1.57607,2.68927,53.4639,48.4069,standing
0.767211,0.640183,-0.0402795,-1.66157,-2.13595,-0.513368,-4.68762,54.7837,-49.3095,0.0765143,0.0484841,0.0214599,14.2451,9.89419,19.4129,0.658988,0.830445,0.758676,0.935303,0.754333,0.0799255,41.1458,20.9145,29.9436,5.87547,56.1532,50.8916,0.65329,0.548035,0.00106812,0.0841804,0.597012,4.93607,3.15697,52.6747,47.6761,standing
0.750426,0.665959,-0.0285672,-9.30429,-10.9077,-1.06382,-1.93192,50.6763,-45.924,0.0719202,0.0411577,0.0288925,17.2397,16.6117,19.4463,2.13905,1.60743,0.73115,0.884613,0.757751,0.0952454,45.4683,55.792,36.4536,4.29699,53.3762,47.7346,0.625488,0.588654,0.00183105,0.0558199,0.0545121,0.121428,0.321543,45.6299,44.6361,standing
0.72344,0.688177,-0.0539671,8.8676,8.37095,-0.241851,2.86466,46.7195,-44.4465,0.0760742,0.0431919,0.0236946,23.6019,26.2538,22.0844,4.47298,3.57183,1.16592,0.912506,0.777008,0.107544,66.3567,71.118,39.6736,8.62321,52.4116,46.3899,0.558929,0.60437,0.012146,0.0383197,1.20951,1.83643,0.146156,41.1576,42.7068,standing
0.734328,0.667145,0.00417626,-3.79445,-2.23246,5.14815,-4.19158,51.035,-45.6804,0.0902362,0.0530806,0.0513125,16.7869,18.9857,29.0237,1.39055,1.55225,1.214,0.922821,0.783081,0.129272,40.4983,72.102,62.0714,6.69395,52.7623,47.5884,0.560486,0.563843,0.000427246,0.65082,0.277988,3.30643,1.37387,47.2084,43.1745,standing
0.85065,0.492536,-0.14168,13.4388,-5.21117,3.5127,9.52052,45.9338,-47.2722,0.136813,0.109502,0.0939336,36.2327,42.3455,44.7855,4.59775,5.96605,3.255,1.23022,0.793488,0.297913,89.7784,128.732,104.266,20.0818,54.6331,53.8439,0.614838,0.30249,0.0093689,1.10582,3.70799,1.31143,2.57235,34.0544,41.7422,standing
0.810466,0.544035,-0.192799,-6.5271,-8.57435,-2.66586,7.09876,51.7818,-50.2901,0.0511966,0.071939,0.0262435,16.8494,9.91459,16.0607,1.10549,1.19836,0.70578,0.893158,0.794952,0.256714,53.9558,27.9495,32.3739,9.00322,53.4347,51.3593,0.682312,0.433777,0.139526,0.75582,0.172988,1.54107,5.55393,48.5823,48.6992,resting
0.735656,0.635502,-0.227971,-2.91838,-3.80057,-1.07707,10.2602,47.7452,-48.1979,0.04029,0.0755645,0.0176309,12.0261,7.91269,12.5957,0.739429,0.885741,0.526955,0.815796,0.851929,0.258209,22.3333,24.537,22.9589,11.7802,49.9269,49.3715,0.668213,0.517609,0.190552,0.10168,0.190488,1.40107,9.09091,46.4192,47.15,resting
0.721146,0.653297,-0.200729,10.301,10.078,-2.51473,4.41923,52.5374,-49.7834,0.0504982,0.0939683,0.0257085,16.9757,10.8273,18.1488,2.59678,2.46237,1.43947,0.836212,0.893585,0.252228,41.4717,39.0405,31.9386,10.2309,55.7732,51.9146,0.656281,0.50415,0.154266,1.44918,0.207988,0.106072,0.555393,47.2961,46.653,resting
0.756422,0.618127,-0.20044,3.21616,1.61329,4.20686,1.61657,55.6695,-51.9208,0.04812,0.0695997,0.0174251,11.9465,4.4463,14.5182,1.03829,0.568315,0.457101,0.842041,0.837036,0.240753,32.1092,10.6555,26.2314,4.32622,56.5332,52.7331,0.652832,0.51712,0.16568,0.0841804,0.457012,0.453929,0.116925,53.727,51.0962,resting
0.801428,0.553242,-0.205764,0.406076,-0.679738,0.271502,4.14818,55.4339,-52.4133,0.0228558,0.0241999,0.0134695,6.19178,3.15017,7.03926,0.509225,0.491289,0.387525,0.845612,0.627716,0.235077,16.6217,6.84451,19.9314,5.49547,56.6793,53.4639,0.75943,0.519714,0.167694,0.0208197,0.032988,0.00107164,3.44928,54.5455,51.71,resting
0.813522,0.534502,-0.198445,1.35903,0.303974,2.3052,4.37494,55.5101,-52.649,0.031969,0.034845,0.0155598,7.57274,2.75142,10.732,0.578555,0.450147,0.371264,0.866516,0.614319,0.2435,20.7867,6.61701,20.2639,5.43701,56.2993,53.4639,0.746277,0.464661,0.173035,0.556681,0.032988,1.03143,3.33236,54.5455,52.0608,resting
0.802221,0.555549,-0.195943,-0.78127,-1.51603,-1.82002,3.7602,55.3639,-52.8438,0.0256092,0.0339817,0.0221853,7.3881,2.40667,8.23898,0.554894,0.559273,0.621251,0.855011,0.649292,0.246155,19.6733,6.51201,19.0586,5.08623,56.4747,54.0193,0.74942,0.483551,0.147614,0.51082,0.050488,0.123572,2.54312,54.2824,51.33,resting
0.963764,0.0147446,-0.160341,14.4978,2.01585,-4.06585,10.4745,56.5039,-88.6432,0.227062,0.18234,0.176375,52.3735,64.1707,55.1346,3.046,1.30388,3.67252,1.52417,0.36142,0.493103,131.264,135.361,127.224,15.2587,58.8717,93.4814,0.432434,0.00994873,0.00131226,2.34832,4.44701,3.55143,4.00468,54.5162,78.7781,walking
